Node_with_Module,Node,Module,X,Y,Z,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
PIE-1,PIE,1,18.90968059,136.201273,-30.11467737,ELF_GAL_HOW_NIX_OVA_RAD_SPY_RUM,ELF-PIE_GAL-PIE_HOW-PIE_NIX-PIE_OVA-PIE_PIE-RAD_PIE-SPY_PIE-RUM,ELF-PIE-1_GAL-PIE-1_HOW-PIE-1_NIX-PIE-1_OVA-PIE-1_PIE-RAD-1_PIE-SPY-1_PIE-RUM-1,ELF-1_GAL-1_HOW-1_NIX-1_OVA-1_RAD-1_SPY-1_RUM-5,1,inner
PIG-13,PIG,13,5.820940594,-117.48782,33.97493563,ALL_DAD_EAR_EGG_GOO_MOO_RUG_HOT_JAM_LIE_ZAP_PRO,ALL-PIG_DAD-PIG_EAR-PIG_EGG-PIG_GOO-PIG_MOO-PIG_PIG-RUG_HOT-PIG_JAM-PIG_LIE-PIG_PIG-ZAP_PIG-PRO,ALL-PIG-10_DAD-PIG-10_EAR-PIG-10_EGG-PIG-10_MOO-PIG-10_PIG-RUG-10_GOO-PIG-13_HOT-PIG-13_JAM-PIG-13_LIE-PIG-13_PIG-ZAP-13_PIG-PRO-13,ALL-10_DAD-10_EAR-10_EGG-10_MOO-10_RUG-10_GOO-13_HOT-13_JAM-13_LIE-13_ZAP-13_PRO-13,0,inner
VOW-6,VOW,6,-65.23407541,67.63065498,28.89226863,DRY_FLY_FUN_OIL_PLY_REF_FAN_GIN_NAN_ZZZ_TAX_WIZ,DRY-VOW_FLY-VOW_FUN-VOW_OIL-VOW_PLY-VOW_REF-VOW_FAN-VOW_GIN-VOW_NAN-VOW_VOW-ZZZ_TAX-VOW_VOW-WIZ,DRY-VOW-5_FLY-VOW-5_FUN-VOW-5_OIL-VOW-5_REF-VOW-5_PLY-VOW-6_FAN-VOW-6_GIN-VOW-6_NAN-VOW-6_VOW-ZZZ-6_TAX-VOW-4_VOW-WIZ-6,DRY-5_FLY-5_FUN-5_OIL-5_REF-5_PLY-6_FAN-6_GIN-6_NAN-6_ZZZ-6_TAX-4_WIZ-4,0,inner
SEX-8,SEX,8,61.78807259,-114.597803,-21.04072737,AMP_PHI_SAW_TAR_YAY_CAB_DAD_EAR_GEL_ROB,AMP-SEX_PHI-SEX_SAW-SEX_SEX-TAR_SEX-YAY_CAB-SEX_DAD-SEX_EAR-SEX_GEL-SEX_ROB-SEX,AMP-SEX-10_CAB-SEX-10_DAD-SEX-10_EAR-SEX-10_GEL-SEX-10_ROB-SEX-10_PHI-SEX-8_SAW-SEX-8_SEX-TAR-8_SEX-YAY-8,AMP-10_CAB-10_DAD-10_EAR-10_GEL-10_ROB-10_PHI-8_SAW-8_TAR-8_YAY-8,0,inner
VOW-5,VOW,6,-62.43054341,69.62542098,26.85238563,DRY_FLY_FUN_OIL_PLY_REF_FAN_GIN_NAN_ZZZ_TAX_WIZ,DRY-VOW_FLY-VOW_FUN-VOW_OIL-VOW_PLY-VOW_REF-VOW_FAN-VOW_GIN-VOW_NAN-VOW_VOW-ZZZ_TAX-VOW_VOW-WIZ,DRY-VOW-5_FLY-VOW-5_FUN-VOW-5_OIL-VOW-5_REF-VOW-5_PLY-VOW-6_FAN-VOW-6_GIN-VOW-6_NAN-VOW-6_VOW-ZZZ-6_TAX-VOW-4_VOW-WIZ-6,DRY-5_FLY-5_FUN-5_OIL-5_REF-5_PLY-6_FAN-6_GIN-6_NAN-6_ZZZ-6_TAX-4_WIZ-4,0,inner
COY-12,COY,9,-80.29390641,-50.00527902,1.984625628,AGE_BED_CHI_NOR_ELK_KIT_ART_BUG_LAX_MAD,AGE-COY_BED-COY_CHI-COY_COY-NOR_COY-ELK_COY-KIT_ART-COY_BUG-COY_COY-LAX_COY-MAD,BED-COY-12_COY-NOR-12_ART-COY-12_BUG-COY-12_COY-LAX-12_COY-MAD-12_AGE-COY-9_CHI-COY-9_COY-ELK-9_COY-KIT-9,BED-12_NOR-12_ART-12_BUG-12_LAX-12_MAD-12_AGE-9_CHI-9_ELK-9_KIT-9,0,inner
AHI-7,AHI,7,39.02183059,34.45504998,64.71688063,NIL_YES_ERA_IRE_EON_JUG,AHI-NIL_AHI-YES_AHI-ERA_AHI-IRE_AHI-EON_AHI-JUG,AHI-NIL-7_AHI-YES-7_AHI-ERA-7_AHI-IRE-7_AHI-EON-7_AHI-JUG-7,NIL-7_YES-7_ERA-7_IRE-7_EON-7_JUG-6,0,outer
TRY-6,TRY,6,-39.11595341,-19.65037802,71.77933563,ACT_DUH_FOG_SOY_TAU_LAM,ACT-TRY_DUH-TRY_FOG-TRY_SOY-TRY_TAU-TRY_LAM-TRY,ACT-TRY-6_DUH-TRY-6_FOG-TRY-6_SOY-TRY-6_TAU-TRY-6_LAM-TRY-12,ACT-6_DUH-6_FOG-6_SOY-6_TAU-6_LAM-12,0,outer
DUB-5,DUB,5,40.70018759,99.97916498,31.93446463,ARM_WAR_WET_ELF_ADO_TOY,ARM-DUB_DUB-WAR_DUB-WET_DUB-ELF_ADO-DUB_DUB-TOY,ARM-DUB-1_DUB-WET-1_DUB-ELF-1_DUB-WAR-5_ADO-DUB-5_DUB-TOY-5,ARM-1_WET-1_ELF-1_WAR-5_ADO-5_TOY-5,0,outer
EGG-10,EGG,10,4.830568594,-149.573482,21.92542263,ALL_DAD_RUG_PIG_FOR_MOO,ALL-EGG_DAD-EGG_EGG-RUG_EGG-PIG_EGG-FOR_EGG-MOO,ALL-EGG-10_DAD-EGG-10_EGG-RUG-10_EGG-PIG-10_EGG-FOR-10_EGG-MOO-10,ALL-10_DAD-10_RUG-10_PIG-10_FOR-10_MOO-10,0,outer
DUB-1,DUB,5,43.10971859,102.496384,29.54441263,ARM_WAR_WET_ELF_ADO_TOY,ARM-DUB_DUB-WAR_DUB-WET_DUB-ELF_ADO-DUB_DUB-TOY,ARM-DUB-1_DUB-WET-1_DUB-ELF-1_DUB-WAR-5_ADO-DUB-5_DUB-TOY-5,ARM-1_WET-1_ELF-1_WAR-5_ADO-5_TOY-5,0,outer
BAR-4,BAR,9,-107.2781254,-27.39621002,-61.13785137,CUP_FLU_DOG_AGE_SIR_ONO,BAR-CUP_BAR-FLU_BAR-DOG_AGE-BAR_BAR-SIR_BAR-ONO,BAR-CUP-4_BAR-FLU-4_BAR-DOG-4_AGE-BAR-9_BAR-SIR-9_BAR-ONO-9,CUP-4_FLU-4_DOG-4_AGE-9_SIR-9_ONO-9,0,outer
FIX-11,FIX,7,74.09911959,-9.163696017,23.39753763,ACE_EYE_MAC_POP_IVY_YES_AIR_COW_ODD_GAS_GIG_LUG,ACE-FIX_EYE-FIX_FIX-MAC_FIX-POP_FIX-IVY_FIX-YES_AIR-FIX_COW-FIX_FIX-ODD_FIX-GAS_FIX-GIG_FIX-LUG,FIX-MAC-11_AIR-FIX-11_COW-FIX-11_FIX-ODD-11_FIX-GAS-11_FIX-GIG-11_FIX-LUG-11_ACE-FIX-7_EYE-FIX-7_FIX-POP-7_FIX-IVY-7_FIX-YES-7,MAC-11_AIR-11_COW-11_ODD-11_GAS-11_GIG-11_LUG-11_ACE-7_EYE-7_POP-7_IVY-7_YES-7,0,inner
